predicted,R,H,2B,3B,HR,RBI,BB,SO,SH,GIDP,AVG,PO,A,E,DP,award_count,inducted
0,572.5886524822695,1139.099290780142,196.54609929078015,32.262411347517734,113.71631205673759,562.7021276595744,418.9078014184397,587.6099290780141,56.148936170212764,86.19858156028369,0.23803346124356134,3445.1205673758864,1298.6241134751774,104.56737588652483,319.41843971631204,4.078014184397163,0.09219858156028368
1,1062.8478260869565,1942.8478260869565,342.10869565217394,67.26086956521739,229.30434782608697,1032.0869565217392,754.7391304347826,802.195652173913,81.56521739130434,103.30434782608695,0.26680161402551333,5983.826086956522,2046.0869565217392,160.52173913043478,582.1304347826087,14.847826086956522,0.7608695652173914
