playerID,inducted,W,L,CG,SHO,SV,H_allowed,ER,HR_allowed,BB_allowed,StruckOut,BAOpp,ERA,WP,HitBatsmen,BK,R_allowed,SH_allowed,SF_allowed,GIDP_pitcher,award_count
mcnalda01,N,184,119,120,33,2,2488,982,230,826,1512,0.2355,3.21928571428571,59,72,11,1070,69,28,66,1
mesajo01,N,80,109,6,2,321,1629,750,151,651,1038,0.272227272727273,4.62818181818182,75,55,5,811,64,62,150,2
messean01,N,130,99,98,27,15,1719,709,174,831,1625,0.21625,3.25916666666667,70,40,7,812,87,36,80,3
montgje01,N,46,52,0,0,304,785,316,81,296,733,0.250230769230769,3.70076923076923,33,26,10,347,39,22,68,2
morrija02,Y,254,186,175,28,0,3567,1657,389,1390,2478,0.249555555555556,4.00722222222222,206,58,27,1815,113,114,299,5
moyerja01,N,269,209,33,10,0,4231,1926,522,1155,2441,0.272222222222222,4.40703703703704,57,146,12,2076,146,106,332,5
musiast01,Y,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,34
mussimi01,N,270,153,57,23,0,3460,1458,376,785,2813,0.255555555555556,3.70222222222222,71,60,1,1559,90,82,293,8
myersra01,N,44,63,1,0,347,758,314,69,396,884,0.222533333333333,3.24866666666667,32,12,2,338,50,33,58,5
nehfar01,N,184,120,182,28,13,2715,964,107,640,844,0.266666666666667,3.64166666666667,34,40,3,1164,0,0,0,1
nenro01,N,45,42,0,0,314,607,237,51,260,793,0.234,3.42363636363636,36,7,3,266,25,17,52,1
newcodo01,N,149,90,136,24,7,2102,852,252,490,1129,0.263333333333333,4.01833333333333,22,30,3,956,0,0,0,7
newhoha01,Y,207,150,212,33,26,2674,1016,137,1249,1796,0.231176470588235,3.37176470588235,65,19,7,1197,0,0,0,19
newsobo01,N,211,222,246,31,21,3769,1664,206,1732,2082,0.265172413793103,4.08724137931034,60,61,7,1908,0,0,0,3
niekrjo01,N,221,204,107,29,16,3466,1431,276,1262,1747,0.26236,4.0444,172,65,8,1620,106,96,200,2
niekrph01,Y,318,274,245,45,29,5044,2012,482,1809,3342,0.257038461538462,4.09846153846154,226,123,42,2337,167,87,292,7
nolanga01,N,110,70,45,14,0,1505,573,146,413,1039,0.245636363636364,3.70090909090909,26,14,10,623,40,27,24,1
nomohi01,N,123,109,16,9,0,1768,932,251,908,1918,0.260384615384615,5.71461538461539,109,38,17,993,94,50,98,1
odoulle01,N,1,1,0,0,0,104,42,2,49,19,0.315,4.33,2,5,0,71,0,0,0,4
palmeji01,Y,268,152,211,53,4,3349,1253,303,1311,2212,0.235368421052632,3.32210526315789,85,38,11,1395,115,75,195,15
pennohe01,Y,240,162,247,35,32,3900,1428,128,916,1227,0.278695652173913,4.05608695652174,65,36,6,1692,0,0,0,5
perraro01,N,79,74,0,0,179,1097,364,50,468,687,0.2592,3.30133333333333,28,24,4,442,19,9,2,2
perryga01,Y,314,265,303,53,11,4938,1846,399,1379,3534,0.25396,3.396,160,108,6,2128,146,84,239,4
perryji01,N,215,174,109,32,10,3127,1258,308,998,1576,0.251578947368421,3.67263157894737,55,80,3,1407,52,41,44,2
piercbi02,N,211,169,193,38,32,2989,1201,284,1178,1999,0.231666666666667,3.335,48,30,10,1325,0,0,0,4
planked01,Y,326,194,410,69,23,3958,1174,42,1072,2246,1.63142857142857,2.34117647058823,87,191,6,1563,0,0,0,4
podrejo01,N,148,116,77,24,11,2239,925,242,743,1435,0.273125,4.3125,66,28,8,1026,0,0,0,2
portebo01,N,87,97,92,23,8,1571,660,113,552,572,0.26375,5.2575,21,14,3,732,0,0,0,2
quiseda01,N,56,46,0,0,244,1064,320,59,162,379,0.285846153846154,3.75923076923077,4,7,5,356,49,40,130,10
radboch01,Y,310,194,488,35,2,4328,1347,118,875,1830,,2.89272727272727,214,54,0,2273,0,0,0,1
raschvi01,N,132,66,106,26,3,1666,752,139,727,944,0.269090909090909,5.46545454545455,44,26,8,828,0,0,0,6
reardje01,N,73,77,0,0,367,1000,397,109,358,877,0.239944444444444,3.29388888888889,20,27,4,426,58,34,46,3
reuscri01,N,214,191,102,26,5,3588,1330,221,935,2015,0.269190476190476,3.49428571428571,89,88,10,1494,167,120,305,4
reynoal01,N,182,107,137,36,49,2193,915,133,1261,1423,0.234615384615385,3.07076923076923,59,57,6,1026,0,0,0,3
rhoderi01,N,151,125,69,17,1,2606,1036,198,801,1419,0.2585625,3.755,80,39,31,1143,105,66,223,3
ricesa01,Y,1,1,1,0,0,31,11,0,19,12,0.22,2.475,1,0,0,18,0,0,0,1
righeda01,N,82,79,13,2,252,1287,540,95,591,1112,0.253529411764706,4.46411764705882,40,21,19,602,66,41,122,5
rijojo01,N,116,91,22,4,3,1710,676,147,663,1606,0.252857142857143,3.48785714285714,30,28,28,772,81,45,119,2
rixeyep01,Y,266,251,290,37,14,4633,1572,92,1082,1350,0.269047619047619,3.23761904761905,97,76,10,1986,0,0,0,4
roberro01,Y,286,245,305,45,25,4582,1774,505,902,2357,0.256666666666667,3.55571428571429,33,54,3,1962,0,0,0,8
roepr01,N,127,84,101,17,10,1907,730,199,504,956,0.2725,4.50916666666667,15,17,1,799,0,0,0,2
rogerke01,N,219,156,36,9,28,3457,1568,339,1175,1968,0.268904761904762,4.27047619047619,79,127,23,1739,94,92,349,5
rogerst01,N,158,152,129,37,2,2619,1001,151,876,1621,0.251846153846154,3.31538461538462,87,43,8,1122,153,70,246,1
rojasco01,N,0,0,0,0,0,1,0,0,0,0,0.2,0,0,0,0,0,0,0,0,1
rommeed01,N,171,119,147,18,29,2729,1006,138,724,599,0.275384615384615,3.62230769230769,34,31,5,1213,0,0,0,3
rootch01,N,201,160,177,21,40,3252,1274,187,889,1459,0.265294117647059,3.78529411764706,22,79,3,1467,0,0,0,3
rowesc01,N,158,101,137,22,12,2332,955,132,558,913,0.266875,3.940625,22,27,5,1075,0,0,0,3
ruckena01,N,134,134,186,38,14,2089,639,41,701,1217,0.248333333333333,2.425,43,73,2,822,0,0,0,7
ruffire01,N,273,225,335,45,16,4284,1833,254,1541,1987,0.257826086956522,4.01782608695652,46,58,7,2117,0,0,0,8
rusieam01,Y,246,174,393,30,5,3389,1288,75,1707,1950,,3.717,153,112,1,2068,0,0,0,1
russeje01,N,56,73,11,2,186,1065,458,100,415,693,0.247,3.5725,46,28,12,525,32,41,112,2
ruthba01,Y,94,46,107,17,4,974,309,10,441,488,0.25,3.68,25,29,4,398,0,0,0,33
ryanno01,Y,324,292,222,61,3,3923,1911,321,2795,5714,0.208777777777778,3.69407407407407,277,158,33,2178,191,140,263,2
saberbr01,N,167,117,76,16,1,2452,952,218,471,1715,0.260058823529412,3.81235294117647,53,59,12,1036,89,68,167,9
sainjo01,N,139,116,140,16,51,2145,824,180,619,910,0.260769230769231,3.93384615384615,20,30,8,947,0,0,0,5
santajo01,N,139,78,15,10,1,1726,721,220,567,1988,0.236583333333333,3.53,68,36,12,773,58,38,122,7
schilcu01,N,216,146,83,20,22,2998,1253,347,711,3116,0.25352380952381,3.96761904761905,72,52,8,1318,123,76,193,11
schmija01,N,130,96,20,9,0,1846,878,184,792,1758,0.2540625,4.4825,93,52,11,958,81,57,120,2
schumha02,N,158,121,138,27,7,2424,926,139,902,906,0.260769230769231,3.96307692307692,54,24,0,1080,0,0,0,1
scottmi03,N,124,108,45,22,3,1858,813,173,627,1469,0.263153846153846,4.5,39,33,19,908,100,65,122,5
