playerID,inducted,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,SH,SF,GIDP,AVG,PO,A,E,DP,award_count
wrighgl01,N,584,1219,203,76,94,723,38,13,209,407,0,113,0,9,0.293522754635203,2240,3504,357,705,3
wyattwh01,N,53,133,26,2,7,69,0,0,26,111,0,34,0,20,0.219110378912685,74,316,18,15,5
wynnea01,Y,136,365,59,5,17,173,1,0,141,330,0,52,4,33,0.214201877934272,193,670,29,47,4
wynnji01,N,1105,1665,285,39,291,964,225,101,1224,1427,84,32,74,117,0.250263039230422,3937,167,84,42,2
yastrca01,Y,1816,3419,646,59,452,1844,168,116,1845,1393,190,13,105,323,0.285201868535202,10437,775,135,643,16
yeagest01,N,357,816,118,16,102,410,14,18,342,726,64,33,28,93,0.227678571428571,6110,674,88,75,1
yorkru01,N,876,1621,291,52,277,1152,38,26,792,867,0,25,0,155,0.275165506705143,12308,1167,155,1098,5
youngcy01,Y,325,623,87,35,18,290,29,0,81,381,0,50,0,0,0.210472972972973,251,2015,148,41,3
younger01,N,996,1731,327,46,79,543,465,168,660,462,14,84,44,135,0.2828893610067,3025,3617,160,788,2
youngro01,Y,812,1491,236,93,42,592,153,83,550,390,0,119,0,0,0.322239031770045,2171,207,120,48,5
yountro01,Y,1632,3142,583,126,251,1406,271,105,966,1350,95,104,123,217,0.285428779069767,5855,4850,305,963,12
zachrpa01,N,9,36,0,0,0,6,0,0,14,128,0,33,2,11,0.113207547169811,60,176,13,19,1
zahnge01,N,3,6,0,0,0,1,0,0,0,9,0,10,0,1,0.13953488372093,87,326,24,19,1
zambrca01,N,75,165,26,3,24,71,1,0,10,240,0,37,4,14,0.238095238095238,168,290,25,29,3
ziskri01,N,681,1477,245,26,207,792,8,15,533,910,52,7,41,138,0.287130637636081,1680,68,33,20,2
